KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMNOMPRC,TMNOMPRC_FLG,TMYTM
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-12-29,7.9609069059095E+01,D,5.6893637084687E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-01-31,8.0446482629605E+01,D,5.4357278891011E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-02-29,8.0221814413534E+01,D,5.5055968659288E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-03-29,7.9539485659659E+01,D,5.7150864474534E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-04-30,7.9095026024096E+01,D,5.8670236995767E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-05-31,7.9251319550180E+01,D,5.8096739748475E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-06-28,8.0090550664036E+01,D,5.5389263606011E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-07-31,8.1465081576444E+01,D,5.1213849294460E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-08-30,8.1488562993475E+01,D,5.1106867478009E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-09-30,8.1436313960416E+01,D,5.1337223752643E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-10-31,8.1153510526028E+01,D,5.2171175808140E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-11-29,8.0658709159373E+01,D,5.3662340136099E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-12-31,7.7868351396035E+01,D,6.2580513607916E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-01-31,7.9218850389539E+01,D,5.8199115286756E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-02-28,7.8119474551889E+01,D,6.1690449203498E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-03-28,7.8262001770563E+01,D,6.1151344467393E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-04-30,7.8809727239201E+01,D,5.9492691580344E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-05-29,7.7461859968188E+01,D,6.3715203554386E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-06-30,7.6197921597283E+01,D,6.7958999823423E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-07-31,7.6040974993869E+01,D,6.8427594913168E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-08-29,7.5488955874762E+01,D,7.0151807678678E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-09-30,7.3127432286206E+01,D,7.8295285748344E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-10-31,7.4879562883990E+01,D,7.2272797563967E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-11-28,7.4133085965114E+01,D,7.4673623499552E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-12-31,7.2049014255077E+01,D,8.1899792361288E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1970-01-30,7.2344305301356E+01,D,8.0822645884288E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1970-02-27,7.5074149626600E+01,D,7.1575426467383E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1970-03-31,7.5201754346513E+01,D,7.1297744363422E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1970-04-30,7.3153800825562E+01,D,7.8098035093006E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1970-05-29,7.3532084383235E+01,D,7.6704476446363E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1970-06-30,7.3732793984617E+01,D,7.6232848245661E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1970-07-31,7.4126789569529E+01,D,7.4797067414458E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1970-08-31,7.4500914723006E+01,D,7.3589695629202E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1970-09-30,7.5645075220472E+01,D,6.9731701986618E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1970-10-30,7.6014090707191E+01,D,6.8469071658335E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1970-11-30,7.9230020814894E+01,D,5.8203727074043E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1970-12-31,7.9254253707849E+01,D,5.8087490391009E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1971-01-29,7.9895314584452E+01,D,5.5998179365764E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1971-02-26,8.1343313985133E+01,D,5.1517029204930E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1971-03-31,8.2472553452581E+01,D,4.8143184659324E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1971-04-30,7.9297053495691E+01,D,5.7952611354870E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1971-05-28,7.9138782007917E+01,D,5.8371843121616E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1971-06-30,7.6755011075324E+01,D,6.6092610274112E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1971-07-30,7.6086282220556E+01,D,6.8232080912036E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1971-08-31,7.9314807897175E+01,D,5.7976048197667E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1971-09-30,7.9388706593710E+01,D,5.7664020944826E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1971-10-29,8.0449539013151E+01,D,5.4273489928753E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1971-11-30,8.0282598589399E+01,D,5.4941957732977E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1971-12-31,8.1207788471606E+01,D,5.2004138472491E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1972-01-31,8.0328640602391E+01,D,5.4760989652421E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1972-02-29,8.0464649646265E+01,D,5.4375304417689E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1972-03-30,7.9043748486398E+01,D,5.8711750235611E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1972-04-28,7.9766536615446E+01,D,5.6400635953115E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1972-05-31,8.0094880811814E+01,D,5.5565678302476E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1972-06-30,7.9120993620928E+01,D,5.8507912496238E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1972-07-31,7.9111780463050E+01,D,5.8577097759698E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1972-08-31,7.8295299566753E+01,D,6.1128786316588E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1972-09-29,7.8619841034071E+01,D,6.0054256054975E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1972-10-31,7.8415614454884E+01,D,6.0828445129210E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1972-11-30,7.8617768615462E+01,D,6.0101947713085E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1972-12-29,7.8436519006052E+01,D,6.0595629437906E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1973-01-31,7.7490413266059E+01,D,6.3710353479173E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1973-02-28,7.6754737511036E+01,D,6.6093500696552E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1973-03-30,7.6671940339716E+01,D,6.6317749222707E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1973-04-30,7.6951295585198E+01,D,6.5499372282554E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1973-05-31,7.6961370498733E+01,D,6.5421834965358E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1973-06-29,7.6431436323595E+01,D,6.7102105560014E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1973-07-31,7.3122728825364E+01,D,7.8311376960863E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1973-08-31,7.5180502664676E+01,D,7.1270751458311E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1973-09-28,7.6804423896109E+01,D,6.5841695174330E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1973-10-31,7.6563863579239E+01,D,6.6715549773456E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1973-11-30,7.6793292172039E+01,D,6.5968040690536E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1973-12-31,7.6622165367675E+01,D,6.6570946496578E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1974-01-31,7.6330143913752E+01,D,6.7479346485046E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1974-02-28,7.6190372661756E+01,D,6.7937237754948E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1974-03-29,7.4042879474751E+01,D,7.4977389112685E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1974-04-30,7.2610410402362E+01,D,8.0070316993574E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1974-05-31,7.2889311145144E+01,D,7.9002935496949E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1974-06-28,7.1950200555876E+01,D,8.2130230756255E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1974-07-31,7.1633980184221E+01,D,8.3343077838517E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1974-08-30,7.1660796485958E+01,D,8.3192627579927E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1974-09-30,7.2994545989239E+01,D,7.8696365026749E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1974-10-31,7.3287329454616E+01,D,7.7642434697726E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1974-11-29,7.4584030036345E+01,D,7.3210655708901E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1974-12-31,7.5168067704764E+01,D,7.1409833785610E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1975-01-31,7.5486367603968E+01,D,7.0256407653345E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1975-02-28,7.6758395784561E+01,D,6.6081593670821E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1975-03-31,7.4964322085306E+01,D,7.2039472791202E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1975-04-30,7.3033690139248E+01,D,7.8508564420640E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1975-05-30,7.4700605706025E+01,D,7.2820742109097E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1975-06-30,7.4703365616068E+01,D,7.2911259940741E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1975-07-31,7.3388175387791E+01,D,7.7298897696920E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1975-08-29,7.2962484962801E+01,D,7.8644597090922E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1975-09-30,7.1904475016335E+01,D,8.2514442000882E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1975-10-31,7.4701226277751E+01,D,7.2868511194530E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1975-11-28,7.4481169461070E+01,D,7.3504925525039E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1975-12-31,7.5205812259455E+01,D,7.1186660455324E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1976-01-30,7.5058648668908E+01,D,7.1626980001412E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1976-02-27,7.4962762645580E+01,D,7.1896940186465E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1976-03-31,7.5081503259110E+01,D,7.1599948649932E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1976-04-30,7.5535264816118E+01,D,7.0094630344160E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1976-05-28,7.3952864657116E+01,D,7.5280878401450E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1976-06-30,7.4498405604485E+01,D,7.3547742024220E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1976-07-30,7.5072658673198E+01,D,7.1580384660685E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1976-08-31,7.5644960216978E+01,D,6.9827672758152E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1976-09-30,7.6393683645394E+01,D,6.7271467180366E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1976-10-29,7.7150553748189E+01,D,6.4719871531818E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1976-11-30,7.9126007102089E+01,D,5.8572265462330E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1976-12-31,7.9373617607369E+01,D,5.7711509097179E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1977-01-31,7.6452553682118E+01,D,6.7124962718272E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1977-02-28,7.6311534197462E+01,D,6.7586522521592E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1977-03-31,7.6563942177570E+01,D,6.6715293306206E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1977-04-29,7.6434101011026E+01,D,6.7093401694440E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1977-05-31,7.6648726992957E+01,D,6.6529869103146E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1977-06-30,7.7204850362594E+01,D,6.4632708082024E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1977-07-29,7.6198629599273E+01,D,6.7817326422634E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1977-08-31,7.6286032614677E+01,D,6.7623764690778E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1977-09-30,7.5908588903637E+01,D,6.8862921971565E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1977-10-31,7.4933850443310E+01,D,7.2141113931655E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1977-11-30,7.5193936791951E+01,D,7.1226113112516E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1977-12-30,7.4579426834541E+01,D,7.3226064659542E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1978-01-31,7.3988681849958E+01,D,7.5366137704007E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1978-02-28,7.3623175336356E+01,D,7.6605055111382E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1978-03-31,7.3322872053714E+01,D,7.7521303041650E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1978-04-28,7.3073863850199E+01,D,7.8264039378097E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1978-05-31,7.2594766719551E+01,D,8.0179172043935E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1978-06-30,7.1718093027932E+01,D,8.3049900065540E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1978-07-31,7.2006982015884E+01,D,8.2101774807682E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1978-08-31,7.2097772788351E+01,D,8.1730780051566E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1978-09-29,7.1804494927540E+01,D,8.2692499950896E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1978-10-31,6.9789062715014E+01,D,8.9984858960004E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1978-11-30,7.0621715218520E+01,D,8.6898609313614E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1978-12-29,6.9458528003317E+01,D,9.0923254340134E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1979-01-31,7.0572940587648E+01,D,8.7071212338911E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1979-02-28,6.9676292584046E+01,D,9.0265691516472E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1979-03-30,6.9888549479113E+01,D,8.9444564219499E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1979-04-30,6.9509136635165E+01,D,9.0927994920322E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1979-05-31,7.0289560520074E+01,D,8.8076399988878E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1979-06-29,7.1167002195957E+01,D,8.4918904801495E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1979-07-31,7.0597846963899E+01,D,8.7102298225091E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1979-08-31,6.9630097644888E+01,D,9.0431381414485E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1979-09-28,6.9120552258783E+01,D,9.2140188984230E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1979-10-31,6.4858377280799E+01,D,1.0816694155224E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1979-11-30,6.7125033904119E+01,D,9.9585075311581E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1979-12-31,6.6725187127387E+01,D,1.0114692156113E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1980-01-31,6.5183947215284E+01,D,1.0691601120183E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1980-02-29,6.0214600950155E+01,D,1.2672703411987E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1980-03-31,6.1190111852704E+01,D,1.2279614513952E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1980-04-30,6.6971715747427E+01,D,1.0015635420817E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1980-05-30,6.8972508620435E+01,D,9.2738507857096E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1980-06-30,6.9323402122636E+01,D,9.1596910957586E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1980-07-31,6.7739561441049E+01,D,9.7308305866265E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1980-08-29,6.3917451380712E+01,D,1.1166499099323E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1980-09-30,6.2893850166416E+01,D,1.1600991458781E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1980-10-31,6.1626500279716E+01,D,1.2093672151422E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1980-11-28,6.0548194804490E+01,D,1.2517542296308E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1980-12-31,6.1915971692554E+01,D,1.1976597508286E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1981-01-30,6.1375399833484E+01,D,1.2187332191674E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1981-02-27,5.9282217423618E+01,D,1.3053638335215E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1981-03-31,6.0114877107950E+01,D,1.2731541797179E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1981-04-30,5.7357381292436E+01,D,1.3887204645644E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1981-05-29,5.8524679975318E+01,D,1.3365577536689E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1981-06-30,5.7582454495975E+01,D,1.3808265292630E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1981-07-31,5.6380383971042E+01,D,1.4316416806324E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1981-08-31,5.5097002030411E+01,D,1.4901872023022E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1981-09-30,5.3079335192121E+01,D,1.5823724720926E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1981-10-30,5.6416465065635E+01,D,1.4290652212503E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1981-11-30,6.1248044706481E+01,D,1.2255956505807E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1981-12-31,5.8122548887125E+01,D,1.3556127603690E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1982-01-29,5.7561184066374E+01,D,1.3779728851601E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1982-02-26,5.8036259008647E+01,D,1.3574662277308E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1982-03-31,5.7302426948030E+01,D,1.3911152329010E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1982-04-30,5.8761647021961E+01,D,1.3282922543678E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1982-05-28,5.9161477185824E+01,D,1.3095580782044E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1982-06-30,5.7494041814241E+01,D,1.3827750854556E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1982-07-30,5.9926305009197E+01,D,1.2783853621579E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1982-08-31,6.0801723200728E+01,D,1.2447327601394E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1982-09-30,6.4041398958223E+01,D,1.1133385970422E+01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1982-10-29,6.6253918334227E+01,D,1.0270785126869E+01
